,Text
3977,wendler sein du es -- mensch -- jetzt auch noch umweltschutz -- der modern gandhi wow -- -- -- -- -- -- -- -- --
3978,sag ich doch -- wenn man wollen bzw. können --
3979,jung junge -- hier schreiben ja der politisch speerspitze kombinieren mit recht gedankengut und angst es können sich etwas in ihr so straff geführt haushalt etwas verändern --  der afd jünger wittern nun ihr chance steil aus der kurve zu kommen um noch mehr mist rauszuhauen ..
3980,machen wir jetzt eigentlich mit dieser pseudo-lockdown weiter um noch mehr mensch der wirtschaft zu opfern oder machen wir montag alle auf -- damit der virus ein nachhaltig reservoir in der jung bevölkerung haben und bei teil-geimpft eltern nochmal mutiert üben dürfen --
3981,-- quatsch -- seit wann nicken der deutsch journalismus ab -- wer der regierung machen -- einfach mal lesen und schauen -- bevor du solcher unsinn schreibst -- --
3982,mal ne doof frage -- wenn der jetzt der # klimaschutzgesetz bemängeln -- wieso zu hölle sprechen kein ûber der gleichzeitig und sofortig verbot von atomstrom -- der müll werden ja noch einiger tausend generation nach uns beschäftigen -- voraussichtlich --
3983,wenn ein frau kritisieren werden -- sein es immer grundsätzlich unfair -- egal -- ob der kritik berechtigen sein oder nicht -- frau sein schließlich unfehlbar -- und wenn frau anderer frau kritisieren -- sein sie nestbeschmutzer --
3984,sein ganz klar der # allesdichtmach und querdenker schuld -- der sein ganz klar schuld für dieser immens kollateralschaden -- weder der br und ihr vip-krankheit corona -- oder der bürgernah spahn mit sein einsparung in gesundheitsbereich sein schuld --
3985,dein hass auf der afd lesen man wieder einmal deutlich heraus -- -- -- -- -- -- -- --
3986,einfach um impfgegner und schwurbler zu triggern --  söder wir lieben sie -- gott schützen sie -- und ich hoffen sie als kanzler wieder zu sehen -- --
3987,  fr haben ein headline ändern --  max otte -- cdu schweigen zu afd-freundlich chef der werteunion   aller änderung auf  
3988,der sein echt verstörend und haben auch absolut nichts -- -- -- mit -- islam -- zu tun -- dieser # klerikalfaschist unterscheiden sich damit in nichts von der # hatespeech verbreiter via # afd oder # querdenker -- -- -- -- -- -- ich fassen es nicht --
3989,für der junge von heute wollen wir ein generationenrente einführen -- jeder kind erhalten ein startkonto -- mit der es spät sein privat altersvorsorge aufbauen können -- der sein ein tragfähig lösung -- der rente mit 67 dürfen nicht antasten werden --
3990,der begriff antisemitismus werden von ein verzogen göre missbrauchen und keiner sagen was -- aller mal zu psychiater --
3991,als ob sie zu definieren haben -- wer journalismus sein -- jedenfalls nicht -- aller handeln der regierung kritiklos abnicken --
3992,komisch -- der einzig -- der mir der mund verbieten oder sich als   -- linksgrün-versifft gutmensche -- unterwerfen wollen -- sein ihr verwirrt spacko -- --  in gegensatz zu euch bilden ich sich mein eigen meinung -- -- -- --
3993,was werden belegen -- vermeintliches bzw. unterstellt gedankenverbrechertum .. es sein so lächerlich .. es gehen darum politisch nicht genehm person mit schmutz zu bewerfen damit etwas kleben bleiben und um nichts anderer --
3994,aber keiner der # cdu # abgeordneter der an geldautomat # bundestag kein geld mehr abheben können -- weil der stuhl in selber futsch sein -- mussen # hartz4 beantragen -- ein telefonat mit # nuesslein # amthor # loebel # hauptmann # fischer # laschet # sauter + schwups lässt sich woanders geld abheben
3995,behindert dumm bruder ihr wart god trio und nur wegen einmal   ein scheiß cc zu verkavkrn u sein mies dumm
3996,danke ihnen  bitte kümmern sich sich um unser kind --  wir eltern wollen kein long-covid krankheit  bei unser kind -- danke
3997,keinesfall -- der kacke sein an dampfen & amp -- wir dösen so vor uns hin -- ärgern uns über exxon's bericht aus der 60er -- -- -- und sein quasi selbst nicht gut -- greennewdeal & amp -- sofortig umlenkung schädlich subvention in nachhaltigkeit -- baum & amp -- cannabis pflanzen & amp -- supermarkt limitieren --
3998,der gehen dann aber nicht auf der strasse und schreien antisemitisch parole -- hören sie auf zu relativieren --
3999,-- ja -- ja -- sie leben sicherlich gut in ihr eigen parallelwelt -- leider haben dieser mit -- reality -- nicht viel zu tun -- aber sein -- s drum --
4000,an mittwoch veranstalten ein gedenken an der bücherverbrennung durch der nazi von 12. mai 1933 auf der universitätsplatz -- detail zu der veranstaltung finden ihr auf facebook --  es werden um anmeldung bitten -- # halle
4001,wenn ich der 70 jährig frage -- na wo haben sie sich anstecken und er antworten mir -- bei sein tochter -- haben er sich sicherlich nicht gut schützen -- aber wohl auch kaum falsch verhalten -- sondern sein sein natürlich instinkt folgen -- vater tochter liebe halt -- --
4002,du kannst joggen .. spazieren gehen -- dir ein hund zulegen oder nacht um 3 der polizist erzählen --   du müssteen   dein mutter wegen ihr blähung noch ein tee kochen .. # jojo-fake-lockdown .. alle sein möglich -- du must nur mitmachen .. immer mitmachen .. und nie überlegen --
4003,erstens sein es kein gentherapie und zweitens sein es kein grippe --
4004,nun ja da der meister senior auch zu tatort neigen und der disaster nicht   mitbekommen haben -- vieler natürlich nicht alle -- haben der weiter einschalten -- noch dazu der nazis und alu hüt --
4005,ob ihr nicht ganz dicht sein --  aus der elfenbeinturm heraus süffisant säure kippen -- deutsch schauspieler und ihr geistig verfall --  # allesdichtmach
4006,mich machen der komplett ratlos --  leute ohne staatsbürgerschaft werden ich am lieb abschieben -- aber irgendwie sein der auch kein lösung
4007,ja -- auch in westen der republik sein viele nicht in ordnung -- aber in osten in spezielle -- dass ca. jeder vierter ein in kern rechtsextremistisch partei wählen -- damit haben völlig recht -- der reflexhaft relativierung verharmlosen nur der gefahr für der demokratie --
4008,anmerkung -- bei der hexenjagd auf # palmer outen sich vieler grün gerade als nazi -- solcher leute werden andersdenkender in lager sperren -- aus der land werfen -- verfolgen -- der dürfen wir nicht zulassen -- sondern gemeinsam für ein besseres miteinander einstehen -- # tagderbefreiung
4009,nicht apfel -- stein --
4010,der existenz kaputt gehen sein in der verantwortung der regierung -- wer sich dann über ein begriff so aufregen -- verweigern eher der diskurs oder lenken von wesentliche ab --
4011,genau -- wir haben in vergangen jahr der falsch weg einschlagen und gelegenheit verpassen -- der nicht wiederkehren -- unter anderer deshalb -- weil ein paar verwirrte der -- überwachungsstaat -- fürchten wie ein querdenker der chip von bill gates --
4012,der minderjährigen sein der groß gruppe der ungeimpft -- ihr eltern sein der zweitgrößter gruppe -- # longcovid und # longcovidkids sein real und betreffen & gt;10 % der an # covid19 erkranken -- auch nach leicht verlauf --
4013,ich kannsn nicht mehr hören -- auf jeder kritik werden mit der wort schwurbler oder querdenker draufgeknalltn und sofort sein der problem erledigen -- differenziert auseinandersetzung erfolgen nicht mehr sondern man versuchen nur noch anderer mundtot zu machen -- aber was erwarten man von örr --
4014,# schwuchtelbinde sein -- schlecht formulieren -- -- -- -- schein eher -- du sein durchgeknallen --  was sollen der für ein politisch diskurs sein -- -- wen wollen er mit solcher beschimpfung als wähler gewinnen -- sollen es da tats -- welcher geben -- können der # afd auf die verzichten
4015,hihi -- ein trojaner -- der ein -- corona-ausschuß -- und querdenker erstmal mit verzweifelt schwachsinn der leute einreden müssen -- okay -- da haben der programmierer wohl versagen -- -- -- --
4016,oh je und sie können nichts tun -- dieser erkenntnis bringen sie kein schritt weiter --
4017,danke für dein lieblich wort -- -- -- -- -- -- -- -- -- guckn der nächster mal vorher in der spiegel -- bevor du hier hate verbreitesen
4018,unglaublich wie der von ein schon unglaublich niedrig niveau in der letzter jahr nochmal in bodenlose abgedriftet sein --   reichelt-style --  # drecksblatt # haltdiefressebild
4019,alter ich habn kein book mehr auf der scheiße -- --  mir kommen es vor der der meister mensch um mich rum komplett behindern in kopf sein --  ich sagn -- der sein unlogisch --  der sagen -- der sein halt so --  alter da haben du kein wort mehr -- --
4020,naja -- der der # afd ein # nazi partei sein -- dürfen er ja nicht sagen -- sonst kommen ja -- wie in belarus klage -- der meinen dieser faschist unter # meinungsfreiheit -- nur ihr meinung gelten -- anderer werden -- jagen -- -- -- entsorgen -- -- oder direkt -- gleich -- an der wand stellen -- und -- erschießen --
4021,fakt   sein der sitzen in rollie -- fakt sein wie der mit der umgehen -- so & amp -- der befürwortest du -- der sein fakt & amp -- damit biste unterster schublade --
4022,der grüne werden noch durch # baerbock von umfragehimmel holen werden -- hinter der kulisse geben es mit sicherheit munter debatte --  in wahljahr 2021 haben aller partei mit ihr kandidatenauswahl nach vorne ziehen -- wer vor alle der delegierter hinten für der gute halten -- 
4023,gleich vor der galaktisch gerichtshof -- bitte kein halb sache --
4024,ich freu mich schon -- wenn ich montag mein 2te spritze bekommen -- bin bei der erster noch nicht sterben -- vielleicht ja bei der zweiter -- --
4025,es dürfen nicht in vergessenheit geraten -- dass der hier unglaubwürdig herr lindner ein mensch vergessen haben -- der schlimm kriegsverbrechen aufdecken haben & amp -- nun einsperren & amp -- foltern werden -- damit der kriegsverbrecher weiter in freiheit leben können --  -- -- # freejulianassange -- -- 
4026,ja dieser .. haben mehr tote und mehr langzeitschäd anrichten  wer gerne tote sehen finden der gut -- normal mensch sein auf der seite lauterbach
4027,ein klassisch liberal tweet -- -- -- -- -- -- -- präsentieren von
4028,wieso unerprobt -- zehntausend 12 - 15 jährig werden bereits mit biontech impfen -- warum sollen es in dieser altersgruppe zu komplikation kommen -- bei 16 -- 22 -- 29 -- 35 jähriger aber nicht --
4029,"roth schreiben schwerpunktmäßig artikel über # rechtsextreme -- # verschwörungstheorie -- der -- # querdenker""-szene -- er recherchieren hintergrund -- analysieren zusammenhang --  "
4030,nö -- für mich nicht -- nicht notwendig -- danken -- eher für dein -- ikone -- -- der geschwurbel stammen von der trampolinspringerin -- -- -- -- -- -- -- -- 
4031,eigentlich der wichtig frage -- warum trägt der junge keine maske -- während alle anderer ein tragen müssen --  sein es der diplomatenschutz -- der ihn davor befreien --
4032,ihr sein so ein unglaublich peinlich haufen -- -- -- -- -- --
4033,ich werden merz gen mal mit der wirtschaft sprechen sehen -- gender und diversity-guideline sein da kein fremdwörter --  
4034,exakt --  auch wenn million mensch dieser störung haben -- so sein sie dennoch ein störung --
4035,merkel führen eh leiten kein land -- sondern syndrome ..  # kuba  # stockholm 
4036,der haben ich zu glück schon in mein jugend erkennen  der # haltdiefressebild ein hetzerisch und reißerisch  medium sein --  deshalb haben ich # haltdiefressebild nie lesen und auch sonst kein # haltdiefressespringerpresse lesen --  geschweige jemals geld für dieser müll ausgeben
4037,ich sein auch boomer und selbständig -- dieser dauer-pseudo-lockdown machen mich auch psychisch wie finanziell fertig -- aber ohne ein kurz -- hart # lockdown und # nocovid-strategie kommen wir da nicht raus --
4038,wir sein wirklich bestürzt -- dass mensch jetzt annehmen -- wir werden nicht der wahrheit über der verlauf der protest sagen -- nochmal -- es sein ein notlandung -- wir bitten vielmals um entschuldigung --
4039,geb bitte endlich zu -- dass du nur noch wegen der geld in der partei sein --
4040,aus angst vor der antwort haben ich sich dieser frage bisher verbeten -- seit gestern kommen wir nicht mehr drum herum -- bitte an umfrage teilnehmen --   # polizeigewalt # polizei # covidioten
4041,was haben der damit zu tun -- vor alle wie -- öffentlich -- sein der -- -- -- ich bitten dich -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- --
4042,mit der karnevalsclown laschet als kanzlerkandidat werden der cdu einbrechen und   anna-lena baerbock -- nachfolgerin von merkel -- oh happy day -- 
4043,der können sie gern anders sehen .. fakt verarbeiten sie ja eh nicht -- offensichtlich glauben sie alle wer man ihnen erzählen .. dann wählen sie halt der loser laschet -- scjeissen sich in der hose vor der bös sozialist -- leug halt der klimawandel -- verstehen tun sie eh nix ..
4044,man laden sie erst gar nicht ein -- wenn man charakter haben --
4045,idiot geben es überall -- hier zu land   bekommen querdenker erlaubnis zu demonstrieren und polizei lässt sie ohne maske und abstandhalte   der coronavirus verbreiten -- illegal party vs legal demo -- beide scheiße
4046,eiskalt -- arrogant ....  der brett vor ihr kopf  in sache objektivität sein so dick wie ihr turnschuhsohle --  ihr frech unverfrorenheit haben  laschet vieler sympathiepunkt bescheren -- anne will -- es sein  erbärmlich -- paradebeispiel  der öffentlich rechtlich  -- neutralität -- --
4047,wenn ein yil -- der # afd als nazipartei beschimpfen -- lässt der stark realitätsverlust vermuten -- dann sollen dieser yil -- mal googeln was nazi bedeuten -- jemand der für sein land einstehen -- sein kein nazi verdammen nochmal -- wenn dir der nicht passen -- -- -- bye
4048,es geben neuigkeit --  direktlink --    übersicht der beitrag --    may 31 -- 2021 at 07:18pm  # fsn # telegram # blm # news
4049,was schreiben sie -- haben mich blocken -- --
4050,frau # baerbock sein noch nicht einmal wählen und schon zittern der ganz versager in deutschland vor ihr --  alle voran der # bande33 von der # afd und der widerlich
4051,die können doch schneemaschinen kaufen --  ja -- ich hoffen der tun sie und wir sterben bald der wärme -- entropietod
4052,der meister asiat außer japaner lehnen der langnaß ab -- ausnahme bestätigen der regel -- ohne moos nix los -- anderer land -- kontinent -- sitte u. gebräuch -- klima usw der de.wolle esbunt der hippi -- scientology -- islamstaat    welcom   dann lieber afd -- jafd
4053,bild sein ein blatt der mensch   für dumm verkaufen   will.wer wollen schon merkel sein -- ausser man sein schizophren   genug --
4054,tja -- der # querdenker-depp sein jetzt auch in netz -- und was in netz sein -- bleiben in netz -- genau so wie er sagen -- und somit können aller sein -- hoffentlich spärlich -- nachkomme sehen -- was für ein dämlich vollpfosten er dereinst sein -- 
4055,geh in der park der vogel füttern und gut sein -- -- --
4056,doch -- es zählen -- deswegen ja der energiegeld bei der grüne -- damit haben gerade mensch mit klein und mittlerer einkommen mehr geld in der tasche --
4057,beleidigen --  mimimi kommen doch von dir --  ja du hast recht -- denn hasserfülln hetzer blocken ich gerne --
4058,der versäumnis der politik in punkto sicherheit in schule sollen jetzt also der 40 bis 60-jährig ausbaden -- der zu großteil nicht impfen sein und damit der hoch risiko auf schwer verlauf und krankenhausaufenthalt bzw tod haben -- danke für nichts -- prio 3 warten weiter --
4059,dieser hass zwischen mensch und führer in nahost -- dieser krieg in und um israel -- friedlich nachbar in israel gehen aufeinander los -- wer für ein zivilisation -- religion haben da wohl versagen -- und nun werden es auch in d unruhig -- von sonntagsredner nichts erhoffen -- 
4060,so ein quatsch -- du cancelst und plapperst auch nur der mist nach der man dir vorkauen -- nazi -- blabla -- alke rechts bla bla .... vielleicht suchen volksverpetzer noch jemand -- -- -- --
4061,seniorenchef für laschet -- spahn zitieren der bibel -- es können nicht mehr lange bis zu hexenverbrennung dauern -- # cducsu
4062,absoluter schwachsinn -- nix davon treffen nur in gering zu -- alleine   weil floyd schon ohne gewalteinsatz der polizist an sein überdosis droge sterben währen -- wollen man wohl blm riots 2.0 mit verhindeen -- mit der entscheidung
4063,jap # nocovid=#nolife & amp -- der nato oligarch # wahndemie # lockdown sanktion putsch vorwand -- zu entsorgen der demokratie ausschußware & amp -- der es richtig weh tun müssen -- wie schon ihr ausgeleierte guantanamo   gouvernante gg der erbfeind russland hetzte??#querdenker  
4064,dann fang gleich mal selbst an -- baerbock sein politiker -- dein geschlechtsfetisch bei der endung machen der -- worauf du freundlich nicht hinweisen willen --  ein politiker werden kanzlerkandidat -- hey -- hallo aufregung -- sein es nicht der kobold & amp -- grün haben ich vielleicht auch glückwünsche
4065,ihr argument werden sinn ergeben -- wenn der gw messen an ihr mitgliederzahl vieler straftat begehen werden und auch vieler antisemitisch -- haben sie dazu zahl --  
4066,lang schlange vor der hamburger impfzentrum 
4067,noch mal zu erinnerung -- verfechter dein wissenschaft 
4068,hallo herr lange -- ein sache müssen sie uns erklären wenn sie so denken -- wenn doch der impfstoff so super und sicher sein -- warum haben sie dann solcher angst vor der ungeimpft -- sie sein doch sicher -- genau so wie aller anderer geimpft -- der ungeimpfte gehen doch damit automatisch
4069,es nicht -- klar sein man dann selbst nicht mehr so gefährden für ein schwer verlauf aber der haben mit anderer überhaupt nichts zu tun -- mit impfung werden man nur unvorsichtig und haben der virus vielleicht tag oder wochenlang in körper und übertragen ihn dann an genau solcher
4070,# illn heute mit gleich mehrere glaskugel -- wenn der hund nicht schissen hätt -- hätt er der hase gefangen --
4071,weit studie -- wovon sie kein teilnehmer sein -- werden durchführen -- fahren übrigens auch vieler universitätsklinik durch --
4072,jupp -- aber mittlerweile haben sie auch ein methode finden um sich gegenseitig zu erkennen  impfen 1  intelligenz 0  also bald haben sich solcher frage auch erübrigen --  netzfund 
4073,es geben merkel -- es geben der innerdeutsch armee -- um gegen der bürger zu schlagen und es geben der medium -- der der verschweigen und merkel unterstützen --   auf vor der medienanstalt -- da gehören protest hin --
4074,der haag --
4075,schön -- so werden ich zukünftig auch alle formulieren --  -- der überwiegend mehrheit sein dafür -- dass friedrich merz sich aus der politik zurückziehen -- --  oder  -- der überwiegend mehrheit möchten noch ein schuss milch in mein kaffee -- --
4076,der querdenker wollen der bundestag stürmen -- der legendenbildung wirken -- 3 polizist ohne waffe genügen um der ganz zu stoppen -- kein verletzter -- kein schaden -- machen sie der mal bei ein linker demo -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- --
4077,wissen ihr eigentlich wie oft man bei dieser wetter in ein villa mit parkähnlich garten der rasen mähen mussen --
4078,klar -- der fallschirm haben sicher spontan noch mal aufwind bekommen können und dann in kreis herum aller rang plattgemachen -- danach sein er gleich weiter in nächster stadion gefolg ein übl terroristisch akt -- gehts evtl noch ne nummer grösser --
4079,niemand brauchen dieser hetzte von euch -- # haltdiefressebild # haltdiefressespringerpresse # haltdiefressereichelt # haltdiefressespringer  
4080,respekt -- betrug wohl -- 
4081,frau baerbock -- als ehemalig grünenwählerin wüssten ich gerne -- wie ihr haltung zu pandemiebekämpfung und sicher schule aktuell sein -- sprechen sie sich für ein # nocovid-strategie aus --  ich werden nämlich zu gern der niedergang der cdu unterstützen -- indem ich sie wählen --
4082,der zögern von # söder und # laschet sowie von # cdu und # csu sein möglicherweise darauf zurückführen -- dass sie der kür der # grüne|n kanzlerkandidat abwarten wollen -- nun sein es annalena # baerbock werden -- abwarten -- wie es in der union weitergehen --  
4083,warum stimmen sie dann in der un immer gegen israel -- mich dünken sie sein ein heuchler und lügner  
4084,sein ein funke demokratie in eur handeln -- hättet ihr euch nach 16 jahr zurück ziehen und versuchen von korruption & amp -- lobbyismus zu befreien # cdu wärst du nur ansatzweise ein christ -- haben # merz & amp -- # maassen   kein platz in dein reihe
4085,ich können es mir bald nicht mehr leisten -- zu arbeit zu fahren -- -- -- -- -- --
4086,für der stumpfherzig -- der unter dieser tweet dann mit ein -- ja aber der gewalt von xxz -- kommen -- was sein da eigentlich kaputt -- wenn man gewalt mit anderer gewalt aufrechnen wollen -- anstatt sie in jeder form zu verurteilen -- wie ekelhaft sein der eigentlich --
4087,-- alpha und delta haben gefährlicher ct wert -- -- was sein der jetzt wieder für ein stuss -- sie wissen offensichtlich gar nicht -- was der ct wert sein -- sie sein ein solcher stümper und scharlatan -- der sein wirklich atemberaubend
4088,ach jungchen -- der leute haben der polizei massiv mit flasche bewerfen -- der sein mordversuch -- als linker schämen ich sich für solcher idiot -- kein deut gut als querdenker und nun bestes futter in der argumentation der böse antifa -- danke dafür
4089,selbst der rnd schreiben jetzt über der unbegründet horrorprognose von lauterbach -- rki und verkehrsplanern und der # b117 kindermärchen --  der können sie bei mir schon alle vor zwei monat lesen --  
4090,wenn man der eigen dreck anderer unterjubeln wollen und so naiv sein zu glauben -- dass keiner der merken --  # luisaneubauer  fridays for future und der antisemitismus  via
4091,rotz doch mal was polemisch raus --  so was wie -- -- patriarchal -- rechtskonservativ -- anti-klima politik .... --  der gesprächspartner aufgrund geschlechtsmerkmal diskreditieren -- der schaffen schön # grüne # baerbock punkt -- da können man nachher ne geil beraterstelle abstauben
4092,richtig so -- ein richter -- der sein verfassungsrechtlich stellung derart perfide missbrauchen -- gehören nicht in dieser amt -- der demokratie mussen und können sich gegen angriff von solcher willkür-richtern wehren --
4093,-- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- 
4094,bundesverfassungsgericht -- grundrecht jetzt nur noch unter klima-vorbehalt  
4095,-- 2 -- der impfunge schützen gut als der durchgemacht infektion -- weil der immunantwort breit ausfallen -- der werden auch der p1 katastrophe in manaus -- brasilien erklären -- astrazeneca impfstoff dürfen für der meister variant auch zumindest schwer fall vermeiden --
4096,der artikel entnehmen ich -- dass der herr kretschmer ein rechtsextreme partei -- hetzer und scharfmacher kritisieren -- was sein daran verkehren --
4097,funktioniert nicht -- der flüchtling kommen über meer -- es geben griechisch insel -- der sein   so nah an der türkisch küste der ein geübt -- -- -- -- -- rüber -- -- -- -- -- können --  sanktion bringen nix-&gt --  wirtschaft -- -- arbeitslosigkeit??-&gt --  flüchtlinge+türken+kurden setzen sich in -- -- -- -- --  -- -- -- -- in -- -- -- -- -- --
4098,der sein ja der lustig -- der afd hetzen gegen sich selbst -- --
4099,wer gegen laschet verlieren -- können eigentlich nicht glaubhaft mp von bayern sein --  bitte legen sie aller ihr amt ab und machen platz für ein neustart in der csu --
4100,recht haben solange er brav sein steuer zahlen gibt's ein menge kohle für dich -- --
4101,und -- was sein jetzt mit der beispiel --
4102,falsch dieser zentralrat haben uns als nazi bezeichnen anstelle zu verstehen -- dass wir auch sie schützen -- jetzt sein wieder mimimi
4103,mediziner werden von schizophrenie sprechen mit bipolarer störung ..... schwer behandelbar .....
4104,wählen sie heute laschet -- söder oder der -- der mysterykandidat*in -- # laschetvssoed
4105,schön :) ich hoffen -- du erlebsen es noch -- --
4106,wen er ab herbst in der opposition sich wiederfinden werden er wohl gegen der grünenlink block sehr häufig mit der afd und der fdp zusammen dagegen halten müssen -- wissen er bloß noch nicht vor blindheit durch der voll futtertrog von der er sich aktuell noch laben -- -- -- -- -- -- --
4107,freu mich schon fr. baerbock als kanzlerin -- vor alle wenn politiker wie putin oder orban der arsch hinhalten der sie lecken können -- kein präsident auf der welt nehmen baerbock und ihr kobold ernst -- desinfikationsmittel nicht vergessen
4108,-- -- auf so ein tweet von ihnen haben ich warten -- seit ich vor drei woche dieser screenshot machen haben -- herr buschmann -- 
4109,axel-springer-boys -- der regelmäßig der jana-aus-kassel-antisemitismus   bagatellisieren und rechter terror wie in halle verharmlosen -- werfen nun also irgendwelcher random linke -- ohrenbetäubend schweigen -- vor --  wenn menschenverachtung auf doppelmoral treffen --
4110,üben sie bitte ein bisschen selbstreflexion -- -- alle worüber sie sich aufregen -- sein in ihnen -- -- vorsichtig mit der gossensprach -- der ihnen übrigens sehr passen -- --
4111,nur ami rapper können sowas bringen wie sich lil zay osama zu nennen -- hier wirst du von bild zeitung auseinander nehmen und haben dann verfassungsschutz vor der tür
4112,.. langsam mal der methode der rechte durchschauen müssten -- es gehen ihnen hierbei darum ein fuß in der mitte der gesellschaft zu bekommen und wer jetzt so tun als sein der ein diskurs und nicht der vereinnahmung derselbe -- haben entweder nichts verstehen -- oder wollen es nicht --
4113,lindner setzen mal wieder fake news in der welt und der pandemieleugner jubeln --
4114,kommen da jetzt auf england ein # viertewelle zu --  bitte nicht --  england werden jetzt schon wegen hoch fallzahle d. indisch # covid19 variante   wieder zu # risikogebiet erklären --  wann sein denn dieser # pandemie -- wahnsinn vorbei -- lieber langsam öffnen und abwarten -- mein meinung -- 
4115,in mein kopf trainieren merkel mit # baerbock gerade so mr. miyagimäßig der kranich um präsident anderer land einfach einer mitgeben -- wenn der ihr blöd kommen --
4116,danny -- geh nach haus -- verschone uns mit der gelaber -- block --
4117,wenn du stirbst pissen ich auf dein garb
4118,hetzer wollen hetzen und haben mal wieder der feindbild antifa auspacken -- nachdem auf der gleich ihnen nach ein ss rufen werden --
4119,ein plattform zu nutzen für ein gut zweck muss immer erlauben sein -- und niemand -- der oder der heterosexuell sein -- werden dadurch diskriminieren -- stehen der flagge ja für sexuell vielfalt in jeder form -- scheinargument von ihnen und wahrscheinlich ausdruck latent homophobie --
4120,promovierte journalist -- na und --
4121,auch so einer bei der mich nichts mehr wundern --
4122,ein gremium aus -- führend gesundheitsexperte -- -- wer für ne lachnummer -- dass der ereignis in erwartbar anzahl auftran und es unterschiedlich ursache geben -- verschweigen sie -- es geben wirklich seriös bericht -- aber von ein querdenker können man nicht mehr erwarten --
4123,wisch dir der braun schaum von mund -- völkischer -- so tief können kein falle und so dumm können keiner sein -- sich aus politisch frust an ein rechtsextrem politsekt -- wie der afd zu wenden -- willkommen in der jauchegrube --   tiefer können es für dich nicht mehr gehen -- -- -- -- -- -- -- -- -- --
4124,der # fcknazi penner haben mich auf irgend ein liste fügen -- -- -- # fcknzs # fckafd # fcknpd # nazisraus # allenichtganzdicht # volksverpetzer # fckextremist 
4125,-- wir haben es schon zweimal versuchen -- der welt zu retten -- und es sein jeder mal schiefgegangen -- --  maaße langsam -- aber sicher auf gaulands -- vogelschiss“-level --  der sein der cdu 2021.  nur noch leute -- vor der man sein kind warnen mussn --   
4126,der fdp wissen genau was der thema ausgangssperr bringen -- man überlässen ein bestimmt wählerklientel nicht alleine der afd.  der sendung sein ein echt gefühlschaos -- zwei politiker der   aussage größtenteils beleidigend für halbwegs intelligente sein --
4127,warte der afd und der fdp regieren doch nicht -- außer versuchsweise in thüringen -- für ein paar stunde --
4128,der groß politisch show der letzter jahr und der versuch aus ein lasch laschet ein groß laschi zu machen -- prognose -- laschet werden ’s und können dann   der naiv wahlvolk zurufen -- ich haben sich gegen söder durchsetzen -- wer und was sollen mich jetzt noch aufhalten -- --
4129,der nazi wollen nicht retten -- sondern als -- übermensch -- der welt unterwerfen -- der annahme -- sie sein übermenschen -- führen zu vernichtung der jude -- der nazi argumtierten mit ein menschenfeindlichkeit -- wie es   heute der afd und cdu mit muslim und grüne machen --
4130,was zeichnen der höcke als faschist aus -- der er sich gegen der -- ach so wundervoll -- einwanderung positionieren -- oder gibt'sn noch argument der ich noch nicht kennen --
4131,warum eigentlich nicht -- -- --
4132,an der ganz haters -- 83k mensch sterben an straße in europa -- weit 400k an der folge von luftverschmutzung -- zu grossteil von auto verursachen -- -- dazu über 120k schwerverletzen --  ja -- der aktion sein etwas schiefgegangen -- aber unser straße auch -- aber sie laufen weiter --
4133,selber vollidiot mit dein steinzeitkamin --
4134,tier zu schlacht freigeben haben ohrmark -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- --
4135,mir kommen der träne bei dieser bild -- wie können man dieser katastrophe in zweifel ziehen -- sein der eigen überlebenswille klein als der vergnügung -- shopping -- reise -- freizeit wille -- ich hoffen inständig dass uns in europa solcher bild ersparen bleiben --
4136,nee -- natürlich nicht -- afd sein komplett undemokratisch -- deshalb sitzen sie mit der kumpel in bundestag :)
4137,der -- afd -- sein ein sauhaufen --  und der resterampe sein der auch noch gerne -- ;) 
4138,der -- normale-hetero -- der sich durch ne regenbogen-bind diskriminieren fühlen --  wer so denken sein nicht -- normal -- -- sondern leiden unter ein massiv wahrnehmungsstörung und ein verdreht weltbild -- 
4139,ich können nicht fassen -- dass # laschet sagen haben -- dass 5 woche voll # präsenzunterricht vor der sommerferien dazu beitragen werden -- lerndefizit aufzuholen --  also 1 woche unterricht -- 2 woche quarantäne u schon sein zeugniskonferenz -- aber dann werden nochmal richtig arbeiten -- -- --
4140,"von 1,5 jahr -- -- -- -- und wen sollen man denn wählen -- der -- der in der maskenskandal verwickeln sein -- in berateraffären oder wirecardskandal -- oder der partei -- der der wort -- deutschland -- abschaffen wollen -- --"
4141,verbrecher organisation
4142,warum können man nicht erstmal davon ausgehen -- dass so ein entschuldigung ernst meinen sein -- der gefährdung der mensch sein mit sicherheit nicht wollen und schon gar nicht planen --
4143,es scheinen ihnen echt schwer zu fallen -- aus ihr bubble rauskommen -- obwohl sie hier schon der nötig unterstützung bekommen -- mein antwort auf ihr link werden hier schon posten -- 
